Total Sales;$8.762.912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Profit;$1.294.794;;;04.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Transactions;$6.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Store Name;Region;Note;Store Type;Product Name;Product Category;Units Sold;Revenue;Profit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TREEMAP;;;
01.01.2020;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;63;$1.007;$378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Region;Store;Product Category;Revenue
01.05.2020;LAX;Los Angeles;;Airport;Rubik's Cube;Games;108;$2.159;$216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2020;LAX;Los Angeles;;Airport;Splash Balls;Sports & Outdoors;69;$620;$69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2020;LAX;Los Angeles;;Airport;Water Gun;Sports & Outdoors;30;$450;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.2020;LAX;Los Angeles;;Airport;Teddy Bear;Toys;10;$130;$20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.2020;LAX;Los Angeles;;Airport;Toy Robot;Electronics;29;$754;$145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.2020;O'Hare;Chicago;;Airport;Action Figure;Toys;127;$2.031;$762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.05.2020;O'Hare;Chicago;;Airport;Animal Figures;Toys;60;$779;$180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.2020;O'Hare;Chicago;;Airport;Colorbuds;Electronics;575;$8.619;$4.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.2020;O'Hare;Chicago;;Airport;Dart Gun;Sports & Outdoors;62;$991;$248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.05.2020;O'Hare;Chicago;;Airport;Deck Of Cards;Games;152;$1.062;$456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.2020;O'Hare;Chicago;;Airport;Dino Egg;Toys;150;$1.649;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.2020;O'Hare;Chicago;;Airport;Dinosaur Figures;Toys;35;$525;$140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.2020;O'Hare;Chicago;;Airport;Glass Marbles;Games;207;$2.275;$1.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.2020;O'Hare;Chicago;;Airport;Hot Wheels Pack;Toys;55;$329;$110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.2020;O'Hare;Chicago;;Airport;Jenga;Games;14;$140;$98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.2020;O'Hare;Chicago;;Airport;Lego Bricks;Toys;121;$4.839;$605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.05.2020;O'Hare;Chicago;;Airport;Nerf Gun;Sports & Outdoors;6;$120;$30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2020;O'Hare;Chicago;;Airport;PlayDoh Can;Art & Crafts;106;$317;$106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.2020;O'Hare;Chicago;;Airport;PlayDoh Playset;Art & Crafts;18;$450;$72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.2020;O'Hare;Chicago;;Airport;PlayDoh Toolkit;Art & Crafts;94;$469;$94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.2020;O'Hare;Chicago;;Airport;Rubik's Cube;Games;43;$860;$86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.2020;O'Hare;Chicago;;Airport;Splash Balls;Sports & Outdoors;166;$1.492;$166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2020;O'Hare;Chicago;;Airport;Water Gun;Sports & Outdoors;26;$390;$78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.2020;O'Hare;Chicago;;Airport;Teddy Bear;Toys;8;$104;$16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2020;O'Hare;Chicago;;Airport;Toy Robot;Electronics;16;$416;$80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.2020;JFK;New York;;Airport;Action Figure;Toys;39;$624;$234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.2020;JFK;New York;;Airport;Animal Figures;Toys;17;$221;$51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.2020;JFK;New York;;Airport;Colorbuds;Electronics;175;$2.623;$1.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.2020;JFK;New York;;Airport;Dart Gun;Sports & Outdoors;4;$64;$16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.2020;JFK;New York;;Airport;Deck Of Cards;Games;105;$734;$315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2020;JFK;New York;;Airport;Dino Egg;Toys;29;$319;$29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Dinosaur Figures;Toys;24;$360;$96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Glass Marbles;Games;55;$604;$275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Hot Wheels Pack;Toys;18;$108;$36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Jenga;Games;3;$30;$21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Kids Makeup Kit;Art & Crafts;21;$420;$126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Lego Bricks;Toys;40;$1.600;$200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Basketball Hoop;Sports & Outdoors;14;$350;$224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Mini Ping Pong;Sports & Outdoors;4;$40;$12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Nerf Gun;Sports & Outdoors;11;$220;$55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;PlayDoh Can;Art & Crafts;25;$75;$25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;PlayDoh Toolkit;Art & Crafts;20;$100;$20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Rubik's Cube;Games;5;$100;$10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Splash Balls;Sports & Outdoors;61;$548;$61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Teddy Bear;Toys;5;$65;$10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;JFK;New York;;Airport;Toy Robot;Electronics;11;$286;$55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Action Figure;Toys;118;$1.887;$708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Animal Figures;Toys;63;$818;$189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Colorbuds;Electronics;52;$779;$416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Dart Gun;Sports & Outdoors;45;$720;$180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Deck Of Cards;Games;46;$322;$138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Dino Egg;Toys;54;$593;$54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Dinosaur Figures;Toys;16;$240;$64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Glass Marbles;Games;36;$396;$180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Hot Wheels Pack;Toys;44;$264;$88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Jenga;Games;27;$270;$189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Kids Makeup Kit;Art & Crafts;96;$1.919;$576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Lego Bricks;Toys;69;$2.759;$345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Basketball Hoop;Sports & Outdoors;18;$450;$288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Mini Ping Pong;Sports & Outdoors;53;$529;$159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;PlayDoh Can;Art & Crafts;90;$269;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;PlayDoh Playset;Art & Crafts;16;$400;$64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;PlayDoh Toolkit;Art & Crafts;17;$85;$17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Rubik's Cube;Games;32;$640;$64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Splash Balls;Sports & Outdoors;30;$270;$30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Water Gun;Sports & Outdoors;7;$105;$21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Teddy Bear;Toys;9;$117;$18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Toy Robot;Electronics;25;$650;$125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Lincoln Park;Chicago;;Residential;Uno Card Game;Games;8;$64;$32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Action Figure;Toys;74;$1.183;$444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Animal Figures;Toys;14;$182;$42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Colorbuds;Electronics;172;$2.578;$1.376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Dart Gun;Sports & Outdoors;37;$592;$148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Deck Of Cards;Games;36;$252;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Dino Egg;Toys;76;$835;$76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Dinosaur Figures;Toys;48;$720;$192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Glass Marbles;Games;11;$121;$55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Hot Wheels Pack;Toys;10;$60;$20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Jenga;Games;17;$170;$119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Kids Makeup Kit;Art & Crafts;56;$1.119;$336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Lego Bricks;Toys;109;$4.359;$545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Nerf Gun;Sports & Outdoors;41;$820;$205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;PlayDoh Can;Art & Crafts;18;$54;$18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;PlayDoh Toolkit;Art & Crafts;25;$125;$25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Rubik's Cube;Games;75;$1.499;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Splash Balls;Sports & Outdoors;24;$216;$24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Water Gun;Sports & Outdoors;28;$420;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Michigan Ave;Chicago;;Commercial;Toy Robot;Electronics;26;$676;$130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Action Figure;Toys;39;$624;$234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Animal Figures;Toys;88;$1.143;$264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Colorbuds;Electronics;78;$1.169;$624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Dart Gun;Sports & Outdoors;25;$400;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Deck Of Cards;Games;39;$273;$117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Dino Egg;Toys;69;$758;$69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Dinosaur Figures;Toys;10;$150;$40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Glass Marbles;Games;40;$440;$200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Hot Wheels Pack;Toys;47;$282;$94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Jenga;Games;50;$500;$350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Kids Makeup Kit;Art & Crafts;66;$1.319;$396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Lego Bricks;Toys;39;$1.560;$195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Nerf Gun;Sports & Outdoors;31;$620;$155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;PlayDoh Can;Art & Crafts;34;$102;$34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;PlayDoh Toolkit;Art & Crafts;21;$105;$21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Rubik's Cube;Games;1;$20;$2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Splash Balls;Sports & Outdoors;361;$3.245;$361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2020;Fifth Avenue;New York;;Commercial;Water Gun;Sports & Outdoors;4;$60;$12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2020;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;87;$1.391;$522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.2020;Beverly Hills;Los Angeles;;Residential;Animal Figures;Toys;42;$546;$126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.06.2020;Beverly Hills;Los Angeles;;Residential;Chutes & Ladders;Games;5;$65;$15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.2020;Beverly Hills;Los Angeles;;Residential;Classic Dominoes;Games;12;$120;$24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.2020;Beverly Hills;Los Angeles;;Residential;Dart Gun;Sports & Outdoors;32;$512;$128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.2020;Beverly Hills;Los Angeles;;Residential;Deck Of Cards;Games;207;$1.447;$621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2020;Beverly Hills;Los Angeles;;Residential;Dino Egg;Toys;10;$110;$10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.2020;Beverly Hills;Los Angeles;;Residential;Dinosaur Figures;Toys;27;$405;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.2020;Beverly Hills;Los Angeles;;Residential;Glass Marbles;Games;8;$88;$40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.06.2020;Beverly Hills;Los Angeles;;Residential;Kids Makeup Kit;Art & Crafts;12;$240;$72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.2020;Beverly Hills;Los Angeles;;Residential;Lego Bricks;Toys;64;$2.559;$320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.2020;Beverly Hills;Los Angeles;;Residential;Basketball Hoop;Sports & Outdoors;15;$375;$240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.2020;Beverly Hills;Los Angeles;;Residential;Monopoly;Games;1;$20;$6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.2020;Beverly Hills;Los Angeles;;Residential;PlayDoh Can;Art & Crafts;84;$251;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.06.2020;Beverly Hills;Los Angeles;;Residential;PlayDoh Toolkit;Art & Crafts;30;$150;$30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.06.2020;Beverly Hills;Los Angeles;;Residential;Plush Pony;Toys;21;$420;$231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2020;Beverly Hills;Los Angeles;;Residential;Rubik's Cube;Games;50;$1.000;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.2020;Beverly Hills;Los Angeles;;Residential;Splash Balls;Sports & Outdoors;93;$836;$93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.2020;Beverly Hills;Los Angeles;;Residential;Teddy Bear;Toys;13;$169;$26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.2020;Beverly Hills;Los Angeles;;Residential;Toy Robot;Electronics;38;$988;$190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.2020;Hollywood;Los Angeles;;Commercial;Action Figure;Toys;41;$656;$246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.2020;Hollywood;Los Angeles;;Commercial;Animal Figures;Toys;52;$675;$156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.2020;Hollywood;Los Angeles;;Commercial;Colorbuds;Electronics;194;$2.908;$1.552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.2020;Hollywood;Los Angeles;;Commercial;Dart Gun;Sports & Outdoors;57;$911;$228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.2020;Hollywood;Los Angeles;;Commercial;Deck Of Cards;Games;112;$783;$336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2020;Hollywood;Los Angeles;;Commercial;Dino Egg;Toys;4;$44;$4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2020;Hollywood;Los Angeles;;Commercial;Dinosaur Figures;Toys;45;$675;$180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.2020;Hollywood;Los Angeles;;Commercial;Glass Marbles;Games;21;$231;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.06.2020;Hollywood;Los Angeles;;Commercial;Hot Wheels Pack;Toys;36;$216;$72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.2020;Hollywood;Los Angeles;;Commercial;Jenga;Games;31;$310;$217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2020;Hollywood;Los Angeles;;Commercial;Kids Makeup Kit;Art & Crafts;35;$700;$210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.2020;Hollywood;Los Angeles;;Commercial;Lego Bricks;Toys;81;$3.239;$405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.06.2020;Hollywood;Los Angeles;;Commercial;Nerf Gun;Sports & Outdoors;9;$180;$45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.2020;Hollywood;Los Angeles;;Commercial;PlayDoh Can;Art & Crafts;115;$344;$115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.2020;Hollywood;Los Angeles;;Commercial;PlayDoh Toolkit;Art & Crafts;11;$55;$11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.2020;Hollywood;Los Angeles;;Commercial;Plush Pony;Toys;8;$160;$88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2020;Hollywood;Los Angeles;;Commercial;Rubik's Cube;Games;11;$220;$22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.2020;Hollywood;Los Angeles;;Commercial;Splash Balls;Sports & Outdoors;74;$665;$74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.2020;Hollywood;Los Angeles;;Commercial;Water Gun;Sports & Outdoors;22;$330;$66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.06.2020;Hollywood;Los Angeles;;Commercial;Toy Robot;Electronics;11;$286;$55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.2020;Times Square;New York;;Downtown;Action Figure;Toys;61;$975;$366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.2020;Times Square;New York;;Downtown;Animal Figures;Toys;68;$883;$204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.2020;Times Square;New York;;Downtown;Chutes & Ladders;Games;33;$429;$99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.2020;Times Square;New York;;Downtown;Classic Dominoes;Games;30;$300;$60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.06.2020;Times Square;New York;;Downtown;Colorbuds;Electronics;173;$2.593;$1.384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.06.2020;Times Square;New York;;Downtown;Dart Gun;Sports & Outdoors;32;$512;$128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2020;Times Square;New York;;Downtown;Deck Of Cards;Games;134;$937;$402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.2020;Times Square;New York;;Downtown;Dinosaur Figures;Toys;31;$465;$124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.2020;Times Square;New York;;Downtown;Glass Marbles;Games;26;$286;$130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
